chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.4562181294623196,0.0101622324436903,1672.4161252630372,1692.4116274314858,3218.5691605071106,0.09515344311377245,-447.22071638790396,105.30161629283334,-20.234634359818827,26.85671933040838,-3.123498901660229,1.7256870559842,-6.520110328397589,0.39790796504474224,-9.953887863235256,-4.296045916382197,-3.186659872510778,-9.584050651829559,-2.1556881930380936,-7.860415530258578,-1.5171775206668485,-6.826555208248169,-5.0145855662619425,-4.525216334480213,-11.028350171706862,-4.111558991848149,Dry_Cough
0.4300066258605587,0.022120140492916107,1745.7357722703407,1736.707166747254,3661.868008700284,0.09569572679924243,-430.40423761152897,82.59836328072572,-10.319802092689072,18.345192778048713,-8.299837618423522,7.415785321351636,-4.806383377497877,0.3349461408634077,-9.117888865877946,-5.343563444754304,-0.5406243924243188,-14.228228605660961,-3.6510902053309855,0.1747290481541083,-4.486166773954982,-3.624875161768177,-6.174866621252649,-6.6965908382447275,-8.619936378717165,-8.135418773911294,Dry_Cough
0.4357211397257573,0.036921530961990356,2052.832843372388,1816.043416956987,3876.269133194633,0.1328071925951087,-354.0226043969862,85.17229605432725,-30.793546094710113,19.23781300302587,-8.723064158229608,2.930377721603994,1.2183197371906451,1.5352322133392404,-25.16430357846447,4.081596551009502,-3.802344481634876,-12.182311055143908,-6.161623370381852,-2.428327008123293,-0.2773995467248446,-4.093716025218859,-4.5809456939581406,-9.890099735076626,-7.813945629165414,-11.367453156773948,Dry_Cough
0.41288082824901434,0.04909171909093857,2135.3742519433467,1810.349222802488,3930.791877297794,0.14112324617346939,-325.6559846204007,83.2068186928282,-40.11130489017467,16.293586228028303,-14.004240372796307,4.57097775024477,-2.189192533147542,-4.986986763235327,-28.817114128823132,5.379214460969484,0.7045052599370814,-11.983589234779778,-5.18391809710445,-2.816446601919877,-2.6024991269568494,-5.144696581804669,-4.028044493443069,-5.851235034223724,-4.955694643055847,-8.583901837370592,Dry_Cough
0.3494464699485956,0.08286060392856598,1771.723274689005,1477.035558801803,3054.9496509989754,0.11677748605418943,-271.3178281819343,110.26557140946355,-61.37448700891512,12.442814144971818,-13.470899512511735,15.586711849171364,-7.551584006451215,-12.912059517457516,-27.357988551516772,-8.415212385926361,10.390210534545185,-13.86700745344788,-5.557822397182232,1.372911347182594,-1.1979326310886995,3.099293624425544,-0.7275582098308649,-7.250996069039948,-9.29918801547903,-5.809324812542038,Dry_Cough
0.3655806788934444,0.045633815228939056,1813.27218632943,1319.4161949164109,2904.8703134345096,0.1353426846590909,-346.42612673896605,123.39837123288547,-60.550827431290344,39.07196825849039,3.6090884333230746,-5.474785026982647,-3.3458560550326357,2.1324205311363955,-24.026226869818522,-5.725129409575665,17.900652211711304,-4.774298758619738,-7.006002507456744,4.391669616921781,-5.636915944387762,-5.583763889939825,-7.767339286205391,-16.869706057616547,-1.1094139528301634,-7.462396241201866,Dry_Cough
0.4723476600986865,0.01993032917380333,1656.1026017895615,1656.0088432541354,3320.5379120291095,0.09699740475171233,-383.0244775092483,96.59497776289228,-18.509291856484634,23.317523917372416,-2.03260727641804,8.606228344024736,2.5810905102994663,6.056691190278915,-13.754247333286681,-11.167893776722192,3.1416477219273506,-5.0220424062429565,-2.963475962391639,1.6852306578937295,-3.132930748051642,-1.7863064813515284,-6.910050018571298,-10.140554969585375,-1.4739990544725001,-4.624179425845674,Dry_Cough
0.3883569825054123,0.042118530720472336,1657.66938190335,1625.1449425768008,3273.3283547794117,0.0944680606617647,-359.4920745638356,95.3767347063108,-21.516037437064757,23.41860771627793,-0.35922362671073665,8.216353610870456,-2.6692964889799877,4.239080257375624,-20.544059512698023,-10.753235008743339,5.657210191340945,-2.041728845218524,-5.207809599992922,-1.5545258903285304,-3.3178478936971474,1.8095877537193927,-3.50341916481203,-11.43712443253237,-1.3095207541003788,-10.703092471514545,Dry_Cough
0.44141984877050616,0.013944586738944054,1499.8113695333818,1527.7201678089043,3034.2240767045455,0.08009080762987013,-453.79018794156366,106.74737596243942,-20.735201180689494,32.095652637577736,-12.286602234094643,6.740743556807136,0.1670537858641886,3.2301602088616614,-5.562189957108066,-3.0093694465241048,4.362115614773623,-4.560429293322094,-2.5655071654724986,0.4762564901339642,-7.1758549146960515,-4.407773191939334,-9.867689888791586,-6.673598430539237,-5.337822616942349,-6.07057596543376,Dry_Cough
0.4332857949330486,0.02365832030773163,1297.105372432463,1510.6030567876944,2688.8818359375,0.056459263392857145,-410.3025849736402,117.66732538554818,-19.57223720245371,25.24479647941416,-1.3510469659914848,7.806437313610411,-4.6997658508802305,-3.5042307210902446,-7.767849975771128,-6.077017512575717,1.22260460354747,-4.964972435170451,-4.378027726217054,-2.262021041249633,-5.06356079030757,-2.6684262582299154,-6.447179849478753,-8.971318177514801,-5.47337072364142,-5.665068487530182,Dry_Cough
0.40386219627323344,0.018018873408436775,1273.5886965044158,1459.4168188783754,2764.639559659091,0.053076806006493504,-395.17479749330533,115.81952883859002,-25.809027663586498,34.71414994072058,-7.460409739414197,13.353037030408792,-1.8843169114128553,-0.30545185156901866,-6.088946248820566,-5.068672765010037,6.239009411356127,-4.852553977678245,-4.2378226281289155,0.31572450129089824,-3.542773694904509,-3.6936756817527425,-8.376245464046509,-10.153374528031218,-7.099301940537114,-7.36355283818727,Dry_Cough
0.43082222343484144,0.04976879805326462,2161.003706676913,1701.8518907265036,3870.518936066938,0.14370107556706113,-286.43741985949526,89.2095609149431,-45.40684917954601,43.010257400673176,-12.175297719293459,7.398751742995247,-8.679185257515558,3.511435776296069,-16.37952687631459,8.301726722075406,-5.953155122497691,-10.088632384785116,1.2423443861684156,3.2861171039086634,-0.11665957862421952,-9.324130752019396,-6.512311250591064,-9.182097932612617,-5.0106502342893595,-3.8882649872884403,Dry_Cough
0.4372783660088442,0.05228382721543312,2101.603034088102,1822.257680071974,4054.9144476232395,0.1311265277965872,-298.97776420801165,91.31217842326744,-44.98483884884026,26.059089500679082,-12.140644362829741,22.753485355893584,-8.663037229199931,9.194652050238258,-15.882356889174662,-4.209129392308406,2.0828203932559353,-12.614260284772994,5.647752402434988,-2.7398039357934296,-2.786597838554587,-5.984607224900601,-8.481857430875305,-9.334751595995941,1.6431873770593541,-4.526125387165742,Dry_Cough
